Taxa	stoolMeans	stoolSD	swabMeans	swabSD	tissueMeans	tissueSD	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)	rsquared marginal	rsquared conditional
.Clostridium._cellulolyticum	0.134327392644014	0.196	0.0592207176385588	0.167	0	0	0.00564	0.128	0.0171	0.545	0.321	0.696	0.00757562130177515	0.492444444444444	0.0368623076923077	0.580634615384615	0.927627906976744	0.759272727272727	0.079	0.108
Thermus_scotoductus	0.0831600403046534	0.171	0.243757708649452	0.346	0.0501713787930516	0.201	0.00193	0.00202	0.839	0.0138	0.0436	0.653	0.00298034013605442	0.0145602564102564	0.867175373134328	0.0281073529411765	0.752788235294118	0.71803984063745	0.109	0.132
Sinorhizobium_fredii	0.129315582855878	0.212	0.124369174093148	0.269	0	0	0.000296	0.993	0.0648	0.151	0.0555	0.000288	0.000546276422764228	1	0.09972	0.200129186602871	0.78114	0.000716108108108108	0.118	0.361
Streptococcus_mitis	0.343283618313255	0.364	0.773828277785394	0.772	0.0769805627656952	0.308	1.51e-06	9.41e-05	0.0908	1.46e-05	0.408	0.0562	4.51013157894737e-06	0.000930917857142857	0.125758	5.39226666666667e-05	0.927627906976744	0.0787370558375634	0.171	0.273
Paludibacter_propionicigenes	0.561862419888639	0.388	0.393093894502881	0.453	0	0	5.92e-14	0.101	6.37e-07	0.00368	0.735	9.58e-07	1.22167272727273e-12	0.411426470588235	3.52898e-06	0.00894175438596491	0.972797619047619	4.72157142857143e-06	0.337	0.608
Filifactor_alocis	0.325757310321793	0.305	0.58586522958596	0.523	0.0352537561027599	0.141	1.27e-06	0.00166	0.00607	3.34e-06	0.143	0.161	3.94917808219178e-06	0.0124275675675676	0.0157139252336449	1.49222580645161e-05	0.921448979591837	0.204774193548387	0.181	0.269
Pseudomonas_putida	0.230953648252304	0.283	0.36178794813705	0.308	0.806636705642567	0.331	8.46e-07	0.0974	6.88e-11	1.04e-05	0.26	0.0169	2.70481690140845e-06	0.402683582089552	4.7644e-10	3.94630136986301e-05	0.927627906976744	0.0271186046511628	0.185	0.362
.Eubacterium._eligens	1.9540525045581	0.696	1.83212657917289	0.779	0.15043617005554	0.448	<2e-16	0.69	2.96e-14	5.55e-12	0.534	8.19e-05	NA	1	2.735375e-13	5.49053571428571e-11	0.961852760736196	0.000243058064516129	0.427	0.637
Desulfovibrio_salexigens	0.145094185040798	0.215	0.11663167801052	0.238	0	0	0.000481	0.799	0.029	0.178	0.612	9.51e-05	0.000833488549618321	1	0.0561641379310345	0.22933023255814	0.968115	0.000276290526315789	0.092	0.403
Haemophilus_influenzae	0.22399096310057	0.406	0.175917411784199	0.379	0.0442495621236677	0.177	0.201	0.829	0.196	0.52	0.82	0.0161	0.209298165137615	1	0.238122807017544	0.556138996138996	0.972797619047619	0.0261388235294118	0.022	0.241
Kocuria_rhizophila	0.118044684875784	0.189	0.169428605365772	0.258	0	0	0.0025	0.432	0.0647	0.0164	0.0905	0.0965	0.00368506493506494	0.971733870967742	0.09972	0.0329188405797101	0.847294117647059	0.128048076923077	0.094	0.201
Lactococcus_lactis	0.574174962751121	0.556	0.286922708841225	0.51	0	0	3.73e-05	0.0283	0.000193	0.184	0.577	0.0268	8.2204854368932e-05	0.156782	0.000703434210526316	0.234875576036866	0.963694610778443	0.0410933333333333	0.138	0.38
Alteromonas_macleodii	4.83418115182276	0.161	4.79155687443297	0.271	5.06445323010081	0.009	<2e-16	0.512	1.52e-05	1.04e-05	0.247	6.19e-10	NA	1	6.47753846153846e-05	3.94630136986301e-05	0.927627906976744	9.67533333333333e-09	0.349	0.671
Azospirillum_lipoferum	0.249536857123095	0.313	0.239130466233001	0.294	0	0	1.82e-09	0.985	0.00524	0.0267	0.146	2.66e-06	1.1804e-08	1	0.013823619047619	0.0496369127516779	0.921448979591837	1.09576119402985e-05	0.225	0.566
Neisseria_meningitidis	0.157902840400308	0.221	0.104812429206405	0.231	0.104721259191083	0.233	0.359	0.515	0.656	1	0.938	0.446	0.365439461883408	1	0.707050583657588	1	0.99740671641791	0.508661157024793	0.015	0.064
Gluconobacter_oxydans	0.124245819887176	0.223	0.109890824418694	0.225	0	0	0.0131	0.946	0.0788	0.226	0.55	0.0536	0.0159876344086022	1	0.113685416666667	0.279473214285714	0.961852760736196	0.0754775510204082	0.062	0.19
Desulfovibrio_africanus	0.178973266771197	0.254	0.113640802158665	0.244	0	0	7.15e-07	0.408	0.0165	0.284	0.388	1.02e-05	2.39017647058824e-06	0.93401652892562	0.0368588709677419	0.340280172413793	0.927627906976744	4.02171428571429e-05	0.18	0.458
Bacteroides_salanitronis	2.10176965606358	0.561	1.96336918825882	0.702	0.275876050155719	0.502	<2e-16	0.515	9.66e-15	3.09e-14	0.844	2.23e-06	NA	1	1.40832631578947e-13	4.41815e-13	0.972797619047619	9.32545454545454e-06	0.572	0.747
Geobacillus_thermoleovorans	0.273443816674533	0.349	1.12876841861441	0.541	0.312615576326287	0.394	1.34e-15	2.94e-14	0.929	3.3e-09	0.375	1	1.01393333333333e-13	7.756e-13	0.949568265682657	2.40552631578947e-08	0.927627906976744	1	0.421	0.421
Brevibacillus_brevis	0.129034969632461	0.227	0.0994917073381142	0.163	0	0	0.0118	0.77	0.0472	0.255	0.0247	0.243	0.0147175824175824	1	0.0802110429447853	0.309802631578947	0.752788235294118	0.296761061946903	0.092	0.17
Ethanoligenens_harbinense	0.748287149975629	0.416	0.75446807351058	0.541	0.0667594681662236	0.267	<2e-16	0.998	9.3e-08	3.41e-06	0.258	1.28e-09	NA	1	5.366875e-07	1.49931746031746e-05	0.927627906976744	1.7664e-08	0.386	0.708
Parvibaculum_lavamentivorans	0.0985635967933561	0.171	0.134949271933697	0.283	0	0	0.00703	0.643	0.134	0.063	0.315	0.0382	0.00922433526011561	1	0.176752380952381	0.0971770491803279	0.927627906976744	0.0563807486631016	0.07	0.213
Streptococcus_thermophilus	1.04872804335358	0.767	0.80805494493374	0.709	0	0	8.16e-06	0.26	6.63e-07	0.00123	0.304	0.000297	2.10490909090909e-05	0.7202	3.601e-06	0.0034071	0.927627906976744	0.00072541592920354	0.149	0.426
Clostridium_kluyveri	0.346786181568145	0.354	0.414434688610229	0.438	0	0	2.04e-09	0.646	0.00114	0.000803	0.901	1.12e-06	1.28633333333333e-08	1	0.00380457831325301	0.00226970408163265	0.982586614173228	5.42315789473684e-06	0.201	0.546
Haliscomenobacter_hydrossis	0.387131211726416	0.363	0.247025616906373	0.381	0	0	6.06e-08	0.147	0.000181	0.0639	0.786	4.02e-05	2.41089655172414e-07	0.528818181818182	0.000677527027027027	0.0971770491803279	0.972797619047619	0.000129013953488372	0.205	0.469
Acidaminococcus_intestini	0.488643364167208	0.706	0.530371388898844	0.926	0.181618498714589	0.328	6.65e-08	0.961	0.263	0.28	0.255	<2e-16	2.51591666666667e-07	1	0.308556962025316	0.337217391304348	0.927627906976744	NA	0.121	0.704
Achromobacter_xylosoxidans	0.161382252416757	0.238	0.234706368800604	0.312	0	0	4.52e-05	0.338	0.039	0.00687	0.793	0.00214	9.77180952380952e-05	0.843477477477477	0.068373417721519	0.015991512605042	0.972797619047619	0.00421885714285714	0.122	0.329
Enterococcus_faecium	1.29060224357928	0.492	1.19349168318409	0.572	0.0501713787930516	0.201	<2e-16	0.623	3.08e-14	2.38e-11	0.999	1.99e-08	NA	1	2.735375e-13	2.19753333333333e-10	0.999	1.96157142857143e-07	0.463	0.752
Lactobacillus_delbrueckii	0.180256561724729	0.261	0.14747802616994	0.26	0	0	0.0135	0.81	0.021	0.142	0.99	0.267	0.0163877005347594	1	0.0430888888888889	0.190019323671498	0.999	0.32321052631579	0.061	0.159
Desulfococcus_oleovorans	0.149904487846703	0.212	0.167970644624013	0.248	0.0501713787930516	0.201	0.01	0.921	0.211	0.201	0.432	0.00113	0.0128248587570621	1	0.253017316017316	0.254232876712329	0.927627906976744	0.00238363636363636	0.062	0.291
Akkermansia_muciniphila	1.85962450889462	1.218	1.61482646806439	1.282	0.632661966377829	0.716	6.16e-08	0.6	0.000538	0.0246	0.0564	1.25e-11	2.41089655172414e-07	1	0.001862825	0.0463551020408163	0.78114	4.3125e-10	0.164	0.626
Thermus_thermophilus	0.415421850516233	0.427	1.42919478591984	0.579	0.634825158629702	0.465	3.94e-16	2.81e-14	0.186	5.53e-07	0.0973	0.256	7.11645e-14	7.756e-13	0.228986666666667	3.06362e-06	0.847294117647059	0.311259911894273	0.436	0.479
Dyadobacter_fermentans	0.120536725347518	0.219	0.102964646828832	0.281	0.0351516110313809	0.141	0.0599	0.93	0.342	0.604	0.452	0.00528	0.0644421800947867	1	0.388254098360656	0.638580152671756	0.944694029850746	0.00948077922077922	0.042	0.224
Coriobacterium_glomerans	0.512464022050658	0.489	0.596633729296642	0.525	0.0352537561027599	0.141	5.72e-12	0.685	0.000785	0.000673	0.82	6.65e-07	7.09673684210526e-11	1	0.00268450617283951	0.00194188541666667	0.972797619047619	3.52961538461538e-06	0.262	0.606
Proteus_mirabilis	0.0955679090937324	0.265	0.451945417661125	0.71	0.444804231901472	0.387	0.000149	0.00019	0.00471	0.998	0.679	0.0651	0.00028908547008547	0.00169774193548387	0.0130272277227723	1	0.968115	0.089838	0.126	0.217
Acetobacterium_woodii	0.142675498980405	0.2	0.14228685185775	0.247	0	0	0.00666	1	0.0243	0.0632	0.79	0.0769	0.00884105263157895	1	0.0484251798561151	0.0971770491803279	0.972797619047619	0.104553694581281	0.068	0.193
Clostridium_botulinum	0.419806837785599	0.382	0.485870490715877	0.307	0.0501713787930516	0.201	4.33e-06	0.653	0.000408	0.000336	0.0368	0.0131	1.21346913580247e-05	1	0.00143058227848101	0.00102276923076923	0.752788235294118	0.0216502994011976	0.164	0.399
Veillonella_parvula	0.737944952256567	0.596	0.512042280116105	0.601	0.0514736936843547	0.206	1.84e-05	0.157	4.73e-05	0.0293	0.553	0.000566	4.2189898989899e-05	0.550493670886076	0.000192677941176471	0.0532274509803922	0.961852760736196	0.0013087	0.142	0.41
Prevotella_sp._oral_taxon_299	0.562900502686099	0.536	1.02987286846682	0.903	0.142281641328233	0.438	2.55e-09	0.0016	0.0334	2.94e-05	0.481	1.02e-08	1.48423076923077e-08	0.0123111111111111	0.0604692810457516	0.000105763636363636	0.961852760736196	1.08276923076923e-07	0.183	0.54
Porphyromonas_gingivalis	0.647408350460512	0.422	0.751466193076505	0.58	0.0632168527347005	0.179	7.58e-11	0.514	7.22e-06	5.47e-06	0.522	7.5e-05	7.16941666666667e-10	1	3.27859016393443e-05	2.22822058823529e-05	0.961852760736196	0.000227472527472527	0.261	0.503
Geobacter_lovleyi	0.197546103361588	0.266	0.142125728210795	0.233	0	0	0.000302	0.544	0.00928	0.158	0.401	0.0285	0.000552854838709677	1	0.0223526956521739	0.206443396226415	0.927627906976744	0.0431344262295082	0.116	0.263
Cryptobacterium_curtum	0.185378522524418	0.267	0.176928719294429	0.247	0	0	8.44e-06	0.986	0.0178	0.064	0.859	3.26e-05	2.15267415730337e-05	1	0.0373530303030303	0.0971770491803279	0.972797619047619	0.00011385	0.139	0.445
Tannerella_forsythia	1.30926106976956	0.463	1.01644977276863	0.65	0.164754846754253	0.397	<2e-16	0.019	1.08e-13	6.9e-07	0.427	3.73e-08	NA	0.114413043478261	8.79882352941176e-13	3.67557692307692e-06	0.927627906976744	3.32090322580645e-07	0.476	0.724
Coprococcus_catus	1.95008493122615	0.482	2.064501979326	0.678	0.222995162818216	0.494	<2e-16	0.569	4.11e-15	1.54e-14	0.321	0.00792	NA	1	6.69688235294118e-14	3.878e-13	0.927627906976744	0.0137479245283019	0.571	0.675
Streptococcus_parasanguinis	1.0917061180249	0.761	0.873807771807373	0.804	0.102589836570873	0.41	4.85e-07	0.359	6.57e-06	0.00337	0.667	1.41e-07	1.74753968253968e-06	0.887883928571429	3.03315e-05	0.00826097345132743	0.968115	1.04030769230769e-06	0.156	0.54
Bifidobacterium_adolescentis	0.815714210031214	0.969	0.592717523726793	0.757	0.050066526876103	0.2	1.22e-05	0.466	0.00446	0.125	0.411	1.12e-13	2.94617021276596e-05	1	0.0127362886597938	0.171410891089109	0.927627906976744	3.0912e-11	0.091	0.702
Prevotella_intermedia	0.703958148758823	0.513	1.14239825527755	0.814	0.0667594681662236	0.267	4.79e-13	0.00122	0.000157	3.76e-08	0.882	2.43e-07	6.7958125e-12	0.00965542857142857	0.000595739726027397	2.36709090909091e-07	0.972797619047619	1.4904e-06	0.271	0.571
Tistrella_mobilis	0.103670784621492	0.191	0.183586764900134	0.319	0	0	0.00263	0.191	0.173	0.0187	0.959	0.0205	0.00382698717948718	0.597573033707865	0.216837104072398	0.0369992857142857	0.99740671641791	0.0321477272727273	0.075	0.216
Streptococcus_pasteurianus	0.364966072649476	0.361	0.475223025218914	0.549	0	0	0.000459	0.378	0.00172	0.000386	0.245	0.685	0.000807697674418605	0.90781512605042	0.00547632183908046	0.00114969892473118	0.927627906976744	0.750238095238095	0.112	0.138
Variovorax_paradoxus	0.191810712950737	0.274	0.427522027413537	0.525	0	0	3.92e-08	0.00271	0.0775	0.000148	0.565	5.87e-05	1.67727777777778e-07	0.0183090243902439	0.112685340314136	0.000471218390804598	0.961852760736196	0.00018203595505618	0.186	0.429
Eggerthella_lenta	1.51169327710288	0.635	1.42535716070267	0.766	0.280341123193017	0.452	<2e-16	0.805	1.56e-10	2.12e-07	0.0205	8.33e-08	NA	1	1.02885714285714e-09	1.22341666666667e-06	0.752788235294118	6.38633333333333e-07	0.363	0.677
Streptococcus_sp._I.G2	0.347625010769384	0.435	0.303605778629165	0.44	0.0501713787930516	0.201	0.0293	0.875	0.0247	0.133	0.384	8.55e-05	0.032764039408867	1	0.0488707142857143	0.18148275862069	0.927627906976744	0.000251042553191489	0.045	0.389
Heliobacterium_modesticaldum	0.25744252103366	0.311	0.289573597746986	0.378	0	0	5.46e-07	0.878	0.00672	0.00915	0.352	7.04e-05	1.93659375e-06	1	0.0170774311926606	0.0201154761904762	0.927627906976744	0.000215893333333333	0.176	0.42
Streptococcus_gordonii	0.276676643128731	0.391	0.384816744740073	0.495	0.0853229898244325	0.237	0.035	0.421	0.184	0.0486	0.819	0.0112	0.0383816425120773	0.955877049180328	0.227535714285714	0.0801321428571428	0.972797619047619	0.0189644171779141	0.04	0.244
.Ruminococcus._torques	2.37416728973629	0.446	2.37112514494189	0.745	0.396063936108425	0.708	<2e-16	1	1.67e-15	1.03e-14	0.199	0.000148	NA	1	4.02715384615385e-14	3.878e-13	0.927627906976744	0.000416816326530612	0.616	0.734
Rickettsia_africae	0.158051044602177	0.21	0.177242375191574	0.245	0.308241930669063	0.429	0.00288	0.932	0.0704	0.221	0.769	0.0231	0.00416407643312102	1	0.105438709677419	0.275752252252252	0.972797619047619	0.0358179775280899	0.079	0.252
Desulfurivibrio_alkaliphilus	0.20688905165119	0.282	0.0914182689829899	0.203	0	0	5.43e-06	0.0867	0.00797	0.483	0.611	0.000493	1.48507228915663e-05	0.363877272727273	0.0195370796460177	0.52262109375	0.968115	0.0011531186440678	0.161	0.403
Mycoplasma_hyopneumoniae	0.869986675730541	0.423	1.11931523874786	0.5	1.69695994316424	0.219	<2e-16	0.0186	8.62e-11	7.91e-05	0.84	3.8e-05	NA	0.114413043478261	5.82375609756098e-10	0.000263984337349398	0.972797619047619	0.000124857142857143	0.464	0.67
Faecalitalea_cylindroides	1.62936683184319	0.457	1.55081903799914	0.615	0.314458178277715	0.456	<2e-16	0.736	2.81e-14	1.13e-12	0.241	5.08e-05	NA	1	2.735375e-13	1.20388461538462e-11	0.927627906976744	0.000159954545454545	0.505	0.694
Streptococcus_salivarius	1.23771059472898	0.836	1.01142154800521	0.832	0.149949842905515	0.44	1.04e-05	0.39	4.67e-06	0.00238	0.577	3.49e-05	2.62311111111111e-05	0.90781512605042	2.26945614035088e-05	0.00599327272727273	0.963694610778443	0.000118814634146341	0.132	0.468
Desulfovibrio_gigas	0.406989062456153	0.346	0.340643069951311	0.415	0	0	3.71e-09	0.64	6.47e-05	0.00542	0.871	0.00144	2.00516666666667e-08	1	0.00025973768115942	0.0128319658119658	0.972797619047619	0.00292235294117647	0.244	0.449
Propionibacterium_freudenreichii	0.250009189783184	0.412	0.117159803317124	0.236	0	0	0.000936	0.202	0.0302	0.556	0.719	0.00366	0.00152857553956835	0.614879120879121	0.0569074829931973	0.59008429118774	0.972797619047619	0.0067344	0.092	0.381
Treponema_primitia	0.149595038977617	0.194	0.219456265054281	0.263	0	0	0.00177	0.236	0.0171	0.00179	0.668	0.444	0.00277096551724138	0.679649484536082	0.0368623076923077	0.00463392523364486	0.968115	0.50848132780083	0.087	0.132
Bifidobacterium_thermophilum	0.292160223510365	0.372	0.326179314246441	0.388	0.0501713787930516	0.201	1.1e-05	0.899	0.038	0.0429	0.671	0.000241	2.71413043478261e-05	1	0.0670445859872612	0.0729036809815951	0.968115	0.000621644859813084	0.141	0.399
Geobacter_sp._M18	0.169913700368971	0.278	0.263615373232438	0.386	0	0	1.52e-05	0.285	0.0769	0.0114	0.492	0.000162	3.59416666666667e-05	0.766456310679612	0.112685340314136	0.0241053435114504	0.961852760736196	0.000451636363636364	0.132	0.37
Geobacillus_sp._C56.T3	0.117797445377604	0.243	0.824719860076005	0.494	0.190832995869242	0.349	<2e-16	2.63e-14	0.668	6.86e-09	0.103	0.507	NA	7.756e-13	0.714424710424711	4.75055e-08	0.847294117647059	0.568829268292683	0.445	0.468
Aeromonas_hydrophila	0.0959794791403941	0.192	0.167169349524859	0.238	0	0	0.00183	0.198	0.156	0.0172	0.551	0.0314	0.00284527397260274	0.6094	0.198220183486239	0.0342762589928058	0.961852760736196	0.0468454054054054	0.081	0.228
Desulfovibrio_vulgaris	0.622035302562464	0.428	0.558669173963173	0.542	0.0501713787930516	0.201	<2e-16	0.776	9.09e-06	0.000839	0.659	8.28e-12	NA	1	3.99671428571429e-05	0.00234750505050505	0.968115	3.77725714285714e-10	0.347	0.708
Ralstonia_solanacearum	0.156226147956785	0.233	0.198333243233696	0.29	0	0	9.95e-05	0.678	0.0379	0.0208	0.945	0.000212	0.000196404347826087	1	0.0670445859872612	0.0402909090909091	0.99740671641791	0.000552	0.11	0.377
Enterococcus_faecalis	0.620025783173332	0.383	0.549494407753339	0.513	0	0	1.18e-11	0.678	9.02e-08	4.68e-05	0.287	0.000693	1.3393e-10	1	5.31604255319149e-07	0.000162045	0.927627906976744	0.001518	0.3	0.516
Candidatus_Carsonella_ruddii	0.342741539700003	0.294	0.714323743930452	0.407	1.14846799886787	0.432	4.38e-15	2.5e-06	3.76e-14	0.000193	0.797	0.331	1.72844285714286e-13	3.14772727272727e-05	3.15612121212121e-13	0.000607511363636364	0.972797619047619	0.392085836909871	0.416	0.46
Clavibacter_michiganensis	0.133201582192124	0.223	0.0323325898224186	0.119	0	0	8.72e-05	0.0432	0.0319	0.856	0.333	0.0294	0.000175171681415929	0.217570909090909	0.059278	0.878192592592593	0.927627906976744	0.0441	0.137	0.28
Allochromatium_vinosum	0.123131049895068	0.186	0.128729990051295	0.263	0	0	0.0105	0.99	0.0525	0.0912	0.794	0.29	0.0133904494382022	1	0.0855441176470588	0.130218556701031	0.972797619047619	0.346493506493506	0.064	0.146
Geobacillus_sp._Y4.1MC1	0.0877444818954576	0.198	0.465249812275772	0.464	0	0	8.94e-10	8.69e-10	0.423	1.87e-07	0.0317	0.75	6.14963636363636e-09	1.50445625e-08	0.47630487804878	1.10210638297872e-06	0.752788235294118	0.81496062992126	0.287	0.302
Butyrivibrio_fibrisolvens	0.524867366670885	0.373	0.676097163024991	0.481	0.0501713787930516	0.201	4.46e-06	0.16	2.85e-05	2e-06	0.67	1	1.23465853658537e-05	0.554	0.000119613636363636	9.38983050847458e-06	0.968115	1	0.167	0.167
Cellulosilyticum_lentocellum	0.368180889336317	0.325	0.449513083433501	0.455	0	0	2.61e-08	0.495	0.000226	0.000103	0.0462	0.00142	1.18494e-07	1	0.000813012987012987	0.000331755813953488	0.752788235294118	0.00290311111111111	0.221	0.421
.Clostridium._sticklandii	0.243446768130714	0.265	0.23241006658134	0.292	0	0	0.0022	0.977	0.0014	0.0109	0.0321	0.859	0.00335167785234899	1	0.00456235294117647	0.0232253846153846	0.752788235294118	0.898045454545454	0.112	0.124
Bacillus_coagulans	0.146367652805323	0.216	0.180059005688323	0.245	0	0	0.017	0.737	0.0298	0.0199	0.986	0.786	0.0197897435897436	1	0.0565383561643836	0.038819014084507	0.999	0.844108949416342	0.056	0.076
Lachnoclostridium_phytofermentans	0.542680759779025	0.357	0.565254339739597	0.493	0	0	3.99e-08	0.956	7.09e-07	8.96e-06	0.996	0.1	1.67727777777778e-07	1	3.77678846153846e-06	3.5456e-05	0.999	0.131428571428571	0.221	0.32
Dickeya_dadantii	0.174443490053439	0.246	0.212632685890324	0.324	0.295135010301852	0.356	0.528	0.796	0.241	0.609	0.811	0.383	0.535071428571429	1	0.286510729613734	0.64141825095057	0.972797619047619	0.447915254237288	0.01	0.068
Runella_slithyformis	0.168757020622666	0.225	0.0949618021191193	0.224	0	0	0.000275	0.241	0.0106	0.332	0.69	0.0359	0.000511680327868852	0.68119387755102	0.0250957264957265	0.384786610878661	0.968115	0.0532709677419355	0.115	0.278
.Eubacterium._siraeum	2.11505331907824	0.77	2.11042753952881	0.932	0.546309127567283	0.63	<2e-16	1	4.89e-11	1.14e-08	0.755	8.07e-08	NA	1	3.56455263157895e-10	7.51857142857143e-08	0.972797619047619	6.36377142857143e-07	0.395	0.691
Pusillimonas_sp._T7.7	0.14322008097268	0.228	0.152919520523518	0.334	0	0	0.000167	0.981	0.0746	0.111	0.628	2.95e-05	0.000321262711864407	1	0.110503743315508	0.154507537688442	0.968115	0.000104384615384615	0.107	0.37
Escherichia_coli	1.63837949142201	1.009	2.67569940151993	1.125	1.56399873245408	0.579	3.16e-08	9.33e-06	0.959	0.00148	0.163	2.68e-10	1.40650980392157e-07	9.94003846153846e-05	0.976095238095238	0.00398019417475728	0.921448979591837	5.28342857142857e-09	0.134	0.61
Streptococcus_agalactiae	0.105394639880762	0.21	0.561380475787236	0.679	0.0594991026761032	0.238	4.79e-08	5.37e-08	0.882	4.3e-05	0.983	0.0213	1.94166071428571e-07	7.43745e-07	0.908230483271376	0.000150772151898734	0.999	0.0332135593220339	0.211	0.326
Erwinia_billingiae	0.255935651467191	0.269	0.19279347564962	0.308	0	0	0.000813	0.501	0.00119	0.0531	0.335	0.466	0.00134708759124088	1	0.00392416666666667	0.0853416184971098	0.927627906976744	0.527114754098361	0.105	0.163
Thermaerobacter_marianensis	0.231390498979977	0.272	0.246673171012921	0.368	0	0	2.21e-06	0.965	0.00718	0.0153	0.457	0.00114	6.35025316455696e-06	1	0.0180673873873874	0.0309350364963504	0.944694029850746	0.00238363636363636	0.165	0.382
Desulfotomaculum_ruminis	0.0964414130576182	0.18	0.194656358932341	0.272	0	0	0.00249	0.0492	0.156	0.00458	0.962	0.314	0.00368506493506494	0.239094736842105	0.198220183486239	0.0110318260869565	0.99740671641791	0.373551724137931	0.08	0.141
Acinetobacter_baumannii	0.450930708982728	0.484	1.43496398905627	0.676	0.471673265258951	0.416	1.98e-13	3.47e-14	0.988	4.83e-08	0.0173	0.443	3.32392857142857e-12	7.94776923076923e-13	0.991579710144928	2.97313333333333e-07	0.752788235294118	0.50848132780083	0.379	0.415
Odoribacter_splanchnicus	2.56979751290421	0.524	2.32173097590398	0.83	0.508192548587097	0.636	<2e-16	0.141	2.33e-15	3.16e-14	0.455	3.3e-05	NA	0.513907894736842	4.61007142857143e-14	4.41815e-13	0.944694029850746	0.00011385	0.602	0.743
Faecalibacterium_prausnitzii	3.13404856569183	0.617	3.18048679779973	0.737	1.17842009056265	0.704	<2e-16	0.941	1.68e-14	3.08e-14	0.958	0.000569	NA	1	2.11527272727273e-13	4.41815e-13	0.99740671641791	0.0013087	0.555	0.71
Streptococcus_equi	0.0989148665765	0.185	0.421895859113748	0.472	0.0917479272171624	0.258	7.82e-07	2.63e-07	0.995	0.000371	0.0126	0.822	2.53591428571429e-06	3.46909523809524e-06	0.995	0.00111703260869565	0.752788235294118	0.869241379310345	0.217	0.227
Mycobacterium_tuberculosis	0.182499468588574	0.206	0.112242861251668	0.222	0.339320375676946	0.432	0.0139	0.369	0.0468	0.00939	0.218	1	0.0165198952879581	0.899035087719298	0.0800222222222222	0.020320546875	0.927627906976744	1	0.069	0.069
Desulfatibacillum_alkenivorans	0.169697057902727	0.264	0.121306155664675	0.23	0.0501713787930516	0.201	1.64e-05	0.645	0.189	0.643	0.824	1.18e-05	3.8379381443299e-05	1	0.230629955947137	0.672116981132076	0.972797619047619	4.58704225352113e-05	0.139	0.442
Thiobacillus_denitrificans	0.135482032833448	0.233	0.136866264581292	0.295	0	0	0.0115	1	0.0827	0.151	0.143	0.00655	0.0144226519337017	1	0.116877040816327	0.200129186602871	0.921448979591837	0.0115146496815287	0.07	0.247
Paenibacillus_terrae	0.150766130974665	0.212	0.113565356630601	0.211	0	0	0.0144	0.662	0.0165	0.171	0.586	0.569	0.017025	1	0.0368588709677419	0.222380281690141	0.966202380952381	0.630698795180723	0.062	0.101
Bacillus_cereus	0.169181324404792	0.371	0.706025798257358	0.871	0.0853229898244325	0.237	1.59e-08	4.13e-06	0.806	0.000318	0.103	2.87e-05	8.20295454545455e-08	4.76670833333333e-05	0.836187265917603	0.000978733333333333	0.847294117647059	0.000102872727272727	0.199	0.438
Prevotella_dentalis	1.04565231074456	0.596	1.18203412005716	0.801	0.212728710959652	0.5	<2e-16	0.575	8.67e-06	8.57e-06	0.551	2.63e-12	NA	1	3.87353225806452e-05	3.44042028985507e-05	0.961852760736196	2.4196e-10	0.314	0.72
Thioflavicoccus_mobilis	0.203747261278219	0.271	0.0964671443563594	0.21	0	0	3.98e-10	0.103	0.00651	0.418	0.0893	3.91e-05	3.11537931034483e-09	0.413492753623188	0.0166969444444444	0.465004016064257	0.847294117647059	0.00012696	0.266	0.556
Fusobacterium_nucleatum	0.137588451180347	0.31	0.321471920405318	0.53	0.0442495621236677	0.177	0.0777	0.0424	0.589	0.0353	0.194	0.00062	0.0828070422535211	0.217496296296296	0.642334645669291	0.0620620253164557	0.927627906976744	0.00139121951219512	0.038	0.287
Singulisphaera_acidiphila	0.105489917594514	0.187	0.122713058944572	0.304	0	0	0.00532	0.919	0.14	0.14	0.155	0.0445	0.00718833333333333	1	0.182065727699531	0.189170731707317	0.921448979591837	0.0636373056994819	0.081	0.216
Olsenella_uli	0.619447772102993	0.436	0.699078417144397	0.547	0.0501713787930516	0.201	5.33e-15	0.679	1.36e-05	2.04e-05	0.683	1.59e-07	1.72844285714286e-13	1	5.88625e-05	7.43526315789474e-05	0.968115	1.07034146341463e-06	0.326	0.641
Vibrio_nigripulchritudo	0.120029076543961	0.196	0.10217199822621	0.218	0.0501713787930516	0.201	0.134	0.91	0.404	0.689	0.743	0.0029	0.142140186915888	1	0.456767346938776	0.717492481203007	0.972797619047619	0.00540810810810811	0.027	0.269
Geobacillus_sp._WCH70	0.2861679485053	0.364	1.19666207878852	0.528	0.363476891200418	0.449	<2e-16	2.41e-14	0.754	1.96e-09	0.00639	0.851	NA	7.756e-13	0.791128787878788	1.50811111111111e-08	0.713736666666667	0.895163498098859	0.463	0.47
Pelotomaculum_thermopropionicum	0.120247737721036	0.229	0.143166665172697	0.229	0	0	0.0128	0.874	0.101	0.0908	0.18	0.112	0.0157059459459459	1	0.137817733990148	0.130218556701031	0.927627906976744	0.145811320754717	0.07	0.175
